datasheet_id|line|button|description|
000002496|1|•|For every 3 models in this unit, this unit can be equipped with 1 bomb squig.|
000002499|1|•|This model can be equipped with up to 3 additional big shootas.|
000002500|1|•|None|
000002501|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 lascannons</li><li>2 inferno heavy bolters</li></ul>|
000002501|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 inferno combi-bolter</li><li>1 inferno combi-weapon</li></ul>|
000002501|3|•|This model can be equipped with 1 havoc launcher.|
000002507|1|•|The Novitiate Superior’s bolt pistol and boltgun can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 bolt pistol and 1 power weapon</li><li>1 plasma pistol and 1 power weapon</li></ul>|
000002507|2|•|1 Sister Novitiate’s autogun can be replaced with 1 sacred banner.|
000002507|3|•|1 Sister Novitiate’s autogun can be replaced with 1 simulacrum imperialis.|
000002507|4|•|Up to 2 Sisters Novitiate can each have their autogun replaced with 1 Ministorum flamer.|
000002507|5|•|Any number of Sisters Novitiate can each have their autogun and close combat weapon replaced with 1 Novitiate melee weapons.|
000002520|1|•|This model’s executioner greatblade can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 master-crafted boltgun and 1 close combat weapon</li><li>1 Witchseeker flamer and 1 close combat weapon</li></ul>|
000002523|1|•|None|
000002524|1|•|This model can be equipped with 1 hunter-killer missile.|
000002528|1|•|This model’s monstrous bonesword and lash whip can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 heavy venom cannon</li><li>1 stranglethorn cannon</li><li>1 monstrous scything talons</li></ul>|
000002531|1|•|All of the Corsair Voidreavers in this unit can each have their shuriken pistol and Aeldari power sword replaced with 1 shuriken rifle.|
000002531|2|•|For every 5 models in this unit, 1 Corsair Voidreaver’s Aeldari power sword or shuriken rifle can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Corsair blaster</li><li>1 Corsair shredder</li></ul>|
000002531|3|•|If this unit contains 10 models, 1 Corsair Voidreaver’s shuriken rifle can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 shuriken cannon</li><li>1 wraithcannon</li></ul>|
000002531|4|•|The Voidreaver Felarch can be equipped with:<ul style="list-style-type:circle"><li>1 mistshield</li></ul>|
000002531|5|•|The Voidreaver Felarch’s shuriken pistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 neuro disruptor</li><li>1 shuriken rifle</li></ul>|
000002532|1|•|Any number of Corsair Voidscarred can each have their shuriken pistol and Aeldari power sword replaced with 1 shuriken rifle.|
000002532|2|•|The Voidscarred Felarch’s shuriken pistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 neuro disruptor</li><li>1 shuriken rifle</li></ul>|
000002532|3|•|The Voidscarred Felarch can be equipped with 1 mistshield.|
000002532|4|•|For every 5 models in this unit, 1 Corsair  Voidscarred’s shuriken rifle can be replaced with one of the following:<br><ul style="list-style-type:circle"><li>1 Corsair blaster</li><li>1 Corsair shredder</li></ul>|
000002532|5|•|If this unit contains 10 models, 1 Corsair Voidscarred’s shuriken rifle can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 shuriken cannon</li><li>1 wraithcannon</li></ul>|
000002532|6|•|If this unit contains 10 models, 1 Corsair Voidscarred’s shuriken rifle can be replaced with 1 Ranger long rifle. |
000002532|7|•|If this unit contains 10 models, 1 Corsair Voidscarred’s Aeldari power sword can be  replaced with 1 fusion pistol.|
000002532|8|•|1 Corsair Voidscarred model equipped with a shuriken pistol and Aeldari power sword can be equipped with 1 Faolchú.|
000002533|1|•|None|
000002534|1|•|This model’s Troupe Master’s blade can be replaced with 1 Harlequin’s special weapon.|
000002534|2|•|This model’s shuriken pistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 fusion pistol</li><li>1 neuro disruptor</li></ul>|
000002535|1|•|This model’s shuriken pistol can be replaced with 1 neuro disruptor.|
000002536|1|•|Any number of models can each have their Harlequin’s blade replaced with 1 Harlequin’s special weapon.|
000002536|2|•|If this unit contains 10 or fewer models:<ul style="list-style-type:circle"><li>Up to two models can each have their shuriken pistol replaced with 1 neuro disruptor</li><li>Up to two models can each have their shuriken pistol replaced with 1 fusion pistol</li></ul>|
000002536|3|•|If this unit contains 11 or more models:<ul style="list-style-type:circle"><li>Up to four models can each have their shuriken pistol replaced with 1 neuro disruptor</li><li>Up to four models can each have their shuriken pistol replaced with 1 fusion pistol</li></ul>|
000002536|4|•|The Lead Player’s Harlequin’s blade can be replaced with 1 Aeldari power sword.|
000002537|1|•|None|
000002538|1|•|None|
000002539|1|•|Any number of models can each have their shuriken cannon replaced with 1 Skyweaver haywire cannon.|
000002539|2|•|Any number of models can each have their star bolas replaced with 1 zephyrglaive.|
000002540|1|•|This model’s Voidweaver haywire cannon can be replaced with 1 prismatic cannon.|
000002541|1|•|None|
000002542|1|•|None|
000002543|1|•|None|
000002544|1|•|None|
000002562|1|•|This model’s diabolus heavy stubber can be replaced with 1 daemonbreath meltagun.|
000002563|1|•|This model’s avenger chaincannon can be replaced with 1 daemonbreath spear.|
000002563|2|•|This model’s diabolus heavy stubber can be replaced with 1 havoc multi-launcher.|
000002563|3|•|This model’s slaughterclaw can be replaced with 1 reaper chaintalon.|
000002564|1|•|This model’s diabolus heavy stubber can be replaced with 1 havoc multi-launcher.|
000002565|1|•|This model’s diabolus heavy stubber can be replaced with 1 havoc multi-launcher.|
000002566|1|•|This model’s diabolus heavy stubber can be replaced with 1 daemonbreath meltagun.|
000002567|1|•|None|
000002568|1|•|This model can be equipped with 1 ironhail heavy stubber.|
000002568|2|•|This model’s 2 storm bolters can be replaced with 2 fragstorm grenade launchers.|
000002568|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 bellicatus missile array</li><li>1 ironhail skytalon array</li><li>1 orbital comms array</li><li>1 shield dome</li></ul>|
000002570|1|•|The Aspiring Champion’s boltgun can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 plasma pistol*</li><li>1 accursed weapon</li><li>1 Astartes chainsword</li><li>1 heavy melee weapon</li></ul>|
000002570|2|•|The Aspiring Champion’s bolt pistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 plasma pistol*</li><li>1 accursed weapon</li><li>1 Astartes chainsword</li><li>1 heavy melee weapon</li></ul>|
000002570|3|•|1 model can be equipped with 1 Chaos icon.|
000002570|4|•|Any number of Legionaries can each have their boltgun replaced with 1 Astartes chainsword.|
000002570|5|•|One Legionary’s boltgun can be replaced with 1 heavy melee weapon.|
000002570|6|•|One Legionary’s boltgun can be replaced with 1 balefire tome.|
000002570|7|•|For every 5 models in this unit, 1 Legionary’s boltgun can be replaced with one of the following (duplicates are not allowed):<ul style="list-style-type:circle"><li>1 plasma pistol and 1 Astartes chainsword</li><li>1 flamer</li><li>1 havoc autocannon</li><li>1 heavy bolter</li><li>1 lascannon</li><li>1 meltagun</li><li>1 missile launcher</li><li>1 plasma gun</li><li>1 reaper chaincannon </li></ul>|
000002570|8|*|* Maximum 1 per model.|
000002572|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000002572|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 combi-bolter</li><li>1 combi-weapon</li></ul>|
000002572|3|•|This model can be equipped with 1 Havoc launcher.|
000002582|1|•|This model’s great axe of Khorne can be replaced with 1 axe of Khorne and one of the following:<ul style="list-style-type:circle"><li>1 bloodflail</li><li>1 lash of Khorne</li></ul>|
000002583|1|•|None|
000002584|1|•|1 Pink Horror that is not equipped with a daemonic icon can be equipped with 1 instrument of Chaos.|
000002584|2|•|1 Pink Horror that is not equipped with an instrument of Chaos can be equipped with 1 daemonic icon.|
000002587|1|•|The Navis Sergeant-at-Arms’ Navis shotgun can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 autopistol and 1 chainsword</li><li>1 bolt pistol and 1 power weapon</li></ul>|
000002587|2|•|1 Navis Armsman’s Navis las-volley can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 meltagun</li><li>1 plasma gun</li></ul>|
000002587|3|•|1 Navis Armsman's Navis shotgun can be replaced with 1 autopistol and 1 power weapon.|
000002587|4|•|1 Navis Armsman’s Navis shotgun can be replaced with 1 autopistol and 1 chainfist.|
000002587|5|•|1 Navis Armsman can be equipped with 1 demolition charge.|
000002588|1|•|The Kroot Kill-broker’s Farstalker firearm can be replaced with 1 T’au-tech rifle.|
000002588|2|•|1 Kroot Farstalker’s Farstalker firearm can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 Dvorgite skinner</li><li>1 Londaxi tribalest</li></ul>|
000002588|3|•|1 Kroot Farstalker equipped with a Farstalker firearm can be equipped with 1 Pech’ra.|
000002589|1|•|None|
000002590|1|•|Up to 3 Traitor Guardsmen can each have their lasgun replaced with one of the following (duplicates are not allowed):<ul style="list-style-type:circle"><li>1 Cultist grenade launcher</li><li>1 flamer</li><li>1 meltagun</li><li>1 plasma gun</li><li>1 Cultist sniper rifle</li></ul>|
000002590|2|•|The Traitor Sergeant’s close combat weapon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 chainsword</li><li>1 power weapon</li></ul>|
000002590|3|•|The Traitor Sergeant’s corrupted pistol can be replaced with 1 boltgun.|
000002591|1|•|None|
000002592|1|•|None|
000002593|1|•|None|
000002594|1|•|This model’s Autoch-pattern combi-bolter can be replaced with 1 volkanite disintegrator.|
000002594|2|•|This model’s forgewrought plasma axe can be replaced with 1 mass gauntlet.|
000002594|3|•|This model’s rampart crest can be replaced with 1 teleport crest.|
000002595|1|•|This model’s mass hammer can be replaced with 1 darkstar axe.|
000002595|2|•|This model’s weavefield crest can be replaced with 1 teleport crest.|
000002596|1|•|None|
000002597|1|•|None|
000002598|1|•|All models in this unit can each have their Autoch-pattern bolter replaced with 1 ion blaster.|
000002598|2|•|Up to 2 Hearthkyn Warriors can each have their  Autoch-pattern bolter or ion blaster replaced with one of the following:<ul style="list-style-type:circle"><li>1 HYLas auto rifle*</li><li>1 HYLas rotary cannon*</li><li>1 L7 missile launcher*</li><li>1 EtaCarn plasma beamer*</li><li>1 magna-rail rifle*</li><li>1 Kin melee weapon</li></ul>|
000002598|3|•|Up to 3 different Hearthkyn Warriors equipped with either an Autoch-pattern bolter or an ion blaster can each be equipped with one of the  following (to a maximum of 1 of each per unit):<ul style="list-style-type:circle"><li>1 medipack**</li><li>1 comms array**</li><li>1 pan spectral scanner**</li></ul>|
000002598|4|•|The Theyn’s Autoch-pattern bolt pistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 ion pistol</li><li>1 EtaCarn plasma pistol</li></ul>|
000002598|5|•|The Theyn’s Autoch-pattern bolter or ion blaster can be replaced with 1 Kin melee weapon.|
